drug_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
CGP-60474,-0.4923005,-0.43584514,-1.0043654,0.38283977,-0.02370143,2.1878815,0.2944039,-0.3935449,1.591644,-0.26226434,-0.715837,0.3295005,1.289899,0.009857586,0.28391868,0.45428357,-0.61969787,0.074738614,1.8249128,0.80840975,-0.71297604,0.031190567,-0.9923873,0.15624754,2.7919316,0.12435789,-0.058077876,-0.25959736,0.20617805,-0.85974985,0.49961296,-1.32933
CHIR-99021,-0.38262394,-0.39649007,-0.88257974,0.40238938,-0.02659119,2.2323935,0.30483267,-0.42326415,1.6215657,-0.25777736,-0.62272584,0.34427443,1.3484502,0.00985763,0.26478356,0.45138207,-0.46215668,0.080066495,1.8405646,0.83868295,-0.6099405,0.063768625,-0.7592636,0.16422397,2.8633866,0.15205693,-0.040087033,-0.2491192,0.10782903,-0.79138607,0.40926212,-0.9164699
CI-1033,-0.36094525,-0.42294773,-0.9857981,0.39018145,-0.026431078,2.1733253,0.31258282,-0.37189704,1.5431726,-0.25464314,-0.697626,0.33573875,1.3551239,0.017447488,0.3301373,0.4059642,-0.5109636,0.09524925,1.8082614,0.79919064,-0.6223002,0.043053858,-0.8930485,0.18162256,2.8479006,0.13710412,-0.043570373,-0.25957742,0.20167477,-0.774684,0.5898615,-1.0219053
CI-1040,-0.35526747,-0.39830542,-0.980668,1.0744021,0.018653369,4.190278,0.32175753,-0.42615628,3.2281587,-0.29300743,-0.7247705,1.0614859,3.0695536,0.61624074,0.39135745,0.7950429,-0.51858383,0.41819808,3.0053294,2.0276587,-0.6324315,0.011904923,-0.86474967,0.352739,5.186275,0.082186654,-0.07529368,-0.31087455,0.22673227,-0.8957343,0.6319058,-1.0034496
CMK,-0.37206563,-0.3658802,-0.9285745,0.45478153,0.0027334187,2.227775,0.30890286,-0.3935449,1.3594799,-0.2573284,-0.6065407,0.39145753,1.5320643,0.13315955,0.36714098,0.4291601,-0.546975,0.09297488,1.7505227,0.92580754,-0.6564419,0.06172374,-0.88319963,0.26882216,2.8521717,0.14237079,-0.035356954,-0.2560121,0.19883907,-0.77055484,0.48408985,-1.0588629
CP-724714,-0.36743706,-0.38717735,-0.942312,0.26283306,-0.017059077,1.8929658,0.30122587,-0.38656956,1.2570317,-0.25609034,-0.62067175,0.22512397,1.1217517,-0.020488542,0.30192962,0.42534366,-0.52789205,0.0009815363,1.6758665,0.644746,-0.6354439,0.02908236,-0.9393041,0.16371971,2.4305372,0.13279685,-0.046654694,-0.26579154,0.11928702,-0.76714706,0.39816105,-1.0618018
CP466722,-0.43903208,-0.445786,-0.941854,0.19165869,-0.019757804,1.6910888,0.30010948,-0.41950008,1.251542,-0.25136825,-0.681746,0.20072588,0.89525694,-0.039159823,0.31022915,0.39552295,-0.59457374,-0.05284331,1.5632709,0.52008736,-0.709167,0.06959816,-0.88486844,0.06701812,2.2155704,0.14191172,-0.037238896,-0.22695053,0.026959445,-0.8737536,0.31181005,-1.1367501
CP724714,-0.36743706,-0.38717735,-0.942312,0.26283306,-0.017059049,1.8929658,0.30122587,-0.38656956,1.2570317,-0.25609034,-0.62067175,0.22512397,1.1217517,-0.020488542,0.30192962,0.42534366,-0.52789205,0.0009815363,1.6758665,0.644746,-0.6354439,0.029082341,-0.9393041,0.16371971,2.4305372,0.13279687,-0.046654746,-0.26579154,0.11928702,-0.76714706,0.39816105,-1.0618018
Crizotinib,-0.4014892,-0.41191578,-0.9449924,0.39018226,-0.008842049,2.1831644,0.30949485,-0.4272131,1.5561515,-0.26090744,-0.6759389,0.3383559,1.3846333,0.008709322,0.40283367,0.3943808,-0.55040026,0.10275021,1.7897084,0.8077017,-0.6575404,0.011525949,-0.8886019,0.20256029,2.8936312,0.13059288,-0.051650696,-0.26327118,0.16473551,-0.7316375,0.5778172,-1.1111429
CUDC-101,-0.37656355,-0.3578988,-0.86775416,0.2906042,-0.0045422134,1.94593,0.3013297,-0.3961957,1.2127662,-0.25464317,-0.68343127,0.23746835,1.1536406,0.0127049945,0.294756,0.36128578,-0.48242435,0.003195155,1.6506796,0.6778085,-0.6106556,0.046696365,-0.7655527,0.18977857,2.4781501,0.13518712,-0.0463298,-0.2595774,0.3415084,-0.8300461,0.60090894,-0.9693682
CX-5461,-0.36501485,-0.34871364,-0.90681976,0.23529339,-0.019237265,1.9002739,0.3107495,-0.4211071,1.4761816,-0.25577196,-0.63601255,0.24553253,1.021251,-0.05785216,0.38068372,0.4195383,-0.512825,0.011722113,1.8707869,0.5916533,-0.6244769,0.0816783,-0.8220123,0.114173934,2.4138403,0.12327215,-0.03588638,-0.22587977,0.20617564,-0.8091755,0.652824,-1.0122055
Cyclopamine,-0.49198776,-0.33192092,-0.9291684,0.20618218,0.07055047,1.8845878,0.3877943,-0.42554814,1.2890397,-0.32430464,-0.6030145,0.119031176,0.77577925,-0.08104758,0.38932413,0.32878953,-0.48672357,-0.09867623,1.8839546,0.5301211,-0.57952076,-0.0057852375,-0.91299677,0.017452016,2.3848088,0.13333264,-0.03895813,-0.37704727,0.2700751,-0.7184058,0.62761575,-1.1664062
Cyclophosphamide,-0.5241793,-0.48813704,-1.2094213,0.4292815,-0.11140728,2.3640223,0.3656669,-0.49205375,1.6353056,-0.41177806,-0.8442633,0.3875758,1.543113,0.12119834,0.3306099,0.38866,-0.68226075,0.06600165,2.0382955,0.95768625,-0.79481095,-0.15697895,-1.0242682,0.25026706,3.021151,-0.039993778,-0.117228456,-0.50555736,0.06878345,-1.1029363,0.4950171,-1.2772917
Cymarine,-0.3829296,-0.3465263,-0.9467024,0.2037261,0.074147254,1.9348713,0.38113597,-0.40890902,1.2846435,-0.29455847,-0.62231356,0.2273174,0.9365056,-0.02038314,0.36493307,0.30612165,-0.48943993,0.024257777,1.9255998,0.5333526,-0.58407855,-0.01468778,-0.81430215,0.13175936,2.5061953,0.12743385,-0.06574432,-0.34430224,0.22327292,-0.7269299,0.63364816,-1.0228885
Cytarabine,-0.38599744,-0.4403287,-0.9422636,0.20581985,-0.031126982,1.7248802,0.3679357,-0.41027337,1.2874385,-0.26202258,-0.6631355,0.21655619,0.9671009,-0.036852032,0.22467199,0.40323803,-0.57415944,0.020378774,1.6779702,0.51168257,-0.65783674,0.012202992,-0.8486272,0.09174882,2.2859716,0.16937833,-0.077284925,-0.30838165,0.09269938,-0.86421853,0.33785686,-1.0325224
CZC24832,-0.3799686,-0.35499874,-0.95458394,0.5044748,-0.019037977,2.551576,0.34799728,-0.43062648,1.636063,-0.25530475,-0.6830493,0.4033131,1.655744,0.057102177,0.25658873,0.3865269,-0.52905554,0.1026981,2.1589248,1.001409,-0.63948476,0.04127594,-0.8895797,0.28691974,3.327429,0.12992983,-0.038023125,-0.23229608,0.35484922,-0.7547715,0.7064416,-1.0928371
Dabrafenib,-0.37846,-0.35698122,-0.95489746,0.5034942,-0.01951787,2.5065134,0.33575076,-0.44027057,1.6692969,-0.2650022,-0.67311007,0.42146838,1.6550651,0.05728567,0.2927195,0.39497253,-0.51943505,0.11949712,2.0836987,1.0030596,-0.64408964,0.04482812,-0.8910526,0.28381324,3.304111,0.09291472,-0.06753602,-0.28152275,0.32153144,-0.7607122,0.6678494,-1.0807918
Dacinostat,-0.35597733,-0.45190248,-0.99432546,0.29350817,-0.0016994792,1.8940378,0.31217882,-0.38720763,1.1900312,-0.27610818,-0.6941209,0.24893285,1.1627642,0.012887809,0.32074678,0.37901825,-0.5158222,0.023451906,1.7582415,0.6704392,-0.62982714,-0.032144446,-0.907538,0.19264787,2.4181828,0.15065971,-0.0616996,-0.27664283,0.22253716,-0.8421389,0.514878,-1.0288613
Dactinomycin,-0.36013526,-0.29873863,-0.9165541,0.29228306,-0.0033856388,1.9989513,0.3488479,-0.427069,1.2838902,-0.24821463,-0.6171253,0.19873253,0.9744449,-0.043574523,0.37628347,0.38383788,-0.5138026,0.028560398,1.8523229,0.6171646,-0.6028077,0.10276524,-0.81925166,0.110759586,2.3282547,0.12664235,-0.021399096,-0.19500367,0.3246921,-0.73397803,0.63855886,-0.99741536
Dactolisib,-0.37045807,-0.3816333,-0.92337394,0.26756936,0.008390537,2.07307,0.32555544,-0.39381218,1.2486598,-0.25454417,-0.65593785,0.196124,0.95728797,-0.011423788,0.32691893,0.37987652,-0.44041666,0.03729822,1.8601022,0.6511695,-0.5939648,0.074527085,-0.8057966,0.13603505,2.574791,0.15375692,-0.025550699,-0.22470702,0.19067445,-0.7148102,0.5264815,-0.9383351
Danusertib,-0.35574973,-0.34871364,-0.9639611,0.2216178,-0.017159699,1.8818154,0.32422587,-0.39448327,1.3027481,-0.2751076,-0.65520823,0.19118838,0.97690517,-0.04011287,0.3886113,0.40172553,-0.51359546,0.017860115,1.8528584,0.5496176,-0.62404627,0.002006592,-0.8602979,0.11419675,2.286382,0.13030788,-0.061684705,-0.28236037,0.18876901,-0.81649977,0.6352016,-1.0014788
Daporinad,-0.36157903,-0.36992887,-0.9480228,0.2666168,0.02204195,1.8527309,0.3259383,-0.39759624,1.2537532,-0.26558807,-0.6921142,0.22021468,1.0603325,-0.026472438,0.3983165,0.40172553,-0.50526434,0.010955721,1.7982402,0.631155,-0.6235817,-0.056889426,-0.84117454,0.14678308,2.3534524,0.079492,-0.08415447,-0.32096902,0.31011483,-0.86990356,0.68219995,-1.0077853
Daraprim,-0.4354128,-0.31861407,-0.9226091,0.38694596,-0.008804082,2.19324,0.30164602,-0.45540735,1.5939091,-0.2640792,-0.6131581,0.3271814,1.2835075,0.013399717,0.28109637,0.4615063,-0.561812,0.073263325,1.8312283,0.8100264,-0.6196545,-0.018136038,-0.877019,0.15490782,2.7859855,0.12658176,-0.059885588,-0.30499452,0.22972688,-0.7618219,0.48621282,-1.1368546
Dasatinib,-0.36966053,-0.37883896,-0.94120824,0.36722904,-0.020426348,2.1502523,0.309844,-0.39016718,1.5490323,-0.27364135,-0.6130663,0.32230985,1.276442,0.009031168,0.35984504,0.41219038,-0.52316296,0.08367168,1.7916821,0.78642565,-0.64653474,0.026530521,-0.8701219,0.16935384,2.7860181,0.10475687,-0.05114186,-0.26701275,0.16698349,-0.76050323,0.58664364,-1.0104896
DBeQ,-0.4899135,-0.48304415,-0.998395,0.17489766,-0.023541454,1.7233595,0.29761425,-0.5390195,1.224954,-0.26791283,-0.6921142,0.16511503,0.8662649,-0.12946731,0.34389964,0.40172553,-0.6746272,-0.08957504,1.6202183,0.4706591,-0.814797,0.027852044,-0.99836034,0.0058075706,2.1898446,0.12185169,-0.059388045,-0.26845056,0.06449645,-0.93646634,0.3985069,-1.3267906
Deltarasin,-0.4939541,-0.4118173,-0.9726464,0.17412488,0.016411474,1.7627896,0.33135867,-0.5179448,1.2148895,-0.25287068,-0.6921142,0.16860913,0.8172303,-0.111822456,0.37948877,0.40172553,-0.61988074,-0.1138849,1.7334186,0.48699105,-0.71195054,0.06390589,-0.9673599,0.013723225,2.1911948,0.1396438,-0.032123312,-0.21785268,0.20730905,-0.9329992,0.58014506,-1.3390858
Dinaciclib,-0.4308982,-0.30948052,-0.9820891,0.28451237,0.016724253,1.7922642,0.32994324,-0.39260587,1.2853794,-0.25932428,-0.60520625,0.21779083,0.939327,-0.025664669,0.40226716,0.37529445,-0.55774635,0.008536025,1.7200056,0.5769081,-0.6117436,0.06406591,-0.890762,0.081445545,2.2814348,0.121264234,-0.036717568,-0.23015553,0.24018468,-0.75674164,0.6148435,-1.0951571
DMOG,-0.346837,-0.46890354,-1.0062276,0.33191514,-0.15206444,1.923399,0.26115364,-0.3886874,1.1118987,-0.40703878,-0.76915514,0.24105828,1.190761,-0.010529631,-0.038003504,0.2669632,-0.4974248,0.041888345,1.6150094,0.69219416,-0.62683976,-0.13656148,-0.8814264,0.21125764,2.4698458,-0.025881033,-0.16677417,-0.46354923,0.05126768,-0.869775,0.30349174,-0.99716115
Docetaxel,-0.34328684,-0.3481637,-0.92284393,0.34557682,0.022008657,2.309498,0.3905735,-0.38689312,1.2525755,-0.28014097,-0.62917984,0.22853312,1.1261312,-0.014679347,0.34389964,0.40172553,-0.4915135,0.043310348,2.07338,0.74805856,-0.59679186,-0.010743649,-0.8421246,0.16361022,2.7533567,0.13699536,-0.068231374,-0.33278102,0.31394857,-0.7296152,0.66186774,-0.98875904
Doramapimod,-0.3620761,-0.32048875,-0.9459405,0.33337831,-0.003476268,2.2442546,0.34875238,-0.41444933,1.2618711,-0.27255666,-0.6065407,0.22451411,1.0445328,-0.03498235,0.367141,0.4291601,-0.51292086,0.021852957,2.0591962,0.6832839,-0.62828535,0.040023096,-0.882776,0.13524145,2.645348,0.12767768,-0.053687446,-0.28791973,0.34509936,-0.7300148,0.69039583,-1.0204195
Doxorubicin,-0.36791006,-0.39821327,-0.88181204,0.23477983,-0.0055268365,1.9240806,0.3680686,-0.38715285,1.2466617,-0.27308786,-0.6607102,0.19695494,1.0721076,-0.014619161,0.28292447,0.3456469,-0.5379697,-0.0028382973,1.8500614,0.58113754,-0.629392,0.071323656,-0.78763646,0.13769615,2.553971,0.13315636,-0.062553756,-0.28036308,0.16310821,-0.7753282,0.45081523,-0.9933964
E7449,-0.38329956,-0.48233163,-0.9430618,0.19532248,0.010928872,1.6727334,0.31883225,-0.48023996,1.2183067,-0.26799786,-0.6948649,0.18852076,0.94787186,-0.09931223,0.34804723,0.37896937,-0.5759371,0.02718062,1.6621594,0.5060407,-0.6739778,0.07743442,-0.85635835,0.08392266,2.2382026,0.14017224,-0.04497301,-0.2564806,0.06856727,-0.9437499,0.45729738,-1.0305743
EAI045,-0.35542977,-0.4877118,-0.91234845,0.28334868,-0.014728914,1.9540805,0.30828357,-0.4099486,1.4993954,-0.27762213,-0.6948649,0.30245188,1.1316234,-0.047674954,0.33321372,0.4489482,-0.51000166,0.048562955,1.6578825,0.6992629,-0.6290679,-0.01164369,-0.8098173,0.117446944,2.5485475,0.10141108,-0.056013823,-0.30412942,0.03682519,-0.86440617,0.3532231,-1.002912
eCF309,-0.43808973,-0.35943946,-0.9285745,0.29847208,-0.004347984,1.8908484,0.30147508,-0.42335546,1.2922612,-0.2530655,-0.6632549,0.22568047,1.0467055,-0.02829382,0.2552413,0.37714607,-0.58480763,-0.035277944,1.7309421,0.60131365,-0.6491918,0.06641791,-0.88319963,0.08449708,2.4613261,0.13795377,-0.035447992,-0.22937976,0.2212009,-0.7891514,0.50409985,-1.1408334
"eEF2K_Inhibitor,_A-484954",-0.38314316,-0.32705373,-0.93012863,0.27817547,0.03264545,1.815465,0.31480753,-0.41320792,1.2476088,-0.2674609,-0.62130773,0.24375616,1.0702542,-0.040231463,0.39217502,0.34889382,-0.54097843,0.011238335,1.6934068,0.62048656,-0.62938184,0.059415076,-0.84355044,0.13702284,2.358785,0.113492616,-0.0543482,-0.2701121,0.21643817,-0.76877975,0.54467106,-1.0388741
EGF816,-0.36228657,-0.3609297,-0.95081156,0.35243502,0.020431839,2.1176324,0.33810088,-0.40117294,1.5412564,-0.26703075,-0.6285605,0.31044242,1.2645729,0.0025718417,0.40923613,0.41343048,-0.5024059,0.08191065,1.9069124,0.76366085,-0.6191308,0.053604897,-0.860535,0.16527748,2.7623622,0.11511281,-0.0467199,-0.2474722,0.28819007,-0.7636201,0.6160736,-1.008184
EHT-1864,-0.35939655,-0.421027,-0.9468374,1.1581428,-0.01698172,3.8179917,0.3083951,-0.46827284,2.23444,-0.25991893,-0.7385303,0.989854,3.1143703,0.5874254,0.33559838,0.77929765,-0.57039595,0.24489637,2.8746116,1.9049181,-0.6718765,0.0129841,-0.85764194,0.3717648,4.488901,0.11762117,-0.06207727,-0.26611912,0.27886745,-0.89829385,0.56122684,-1.042772
EI1,-0.36756313,-0.28877455,-0.88257974,0.32759887,-0.004000957,1.9615732,0.31788933,-0.42154622,1.2333343,-0.26961362,-0.6101483,0.21239975,0.98395646,-0.017901087,0.29065531,0.40121442,-0.46215668,0.052194294,1.8194054,0.5950884,-0.5933084,0.02264426,-0.7592636,0.1215638,2.3189638,0.13437201,-0.041663297,-0.25264558,0.31907624,-0.74789023,0.6030792,-0.9164699
Elesclomol,-0.3642292,-0.48311317,-1.0186381,0.38584724,-0.036808513,2.147591,0.28104514,-0.39520517,1.4595842,-0.28014094,-0.6921141,0.34996334,1.3126018,0.06699586,0.3438996,0.40172553,-0.5119087,0.09328391,1.7098311,0.8420702,-0.62865865,-0.09989612,-0.9122904,0.20711632,2.7786934,0.06344903,-0.09044354,-0.3394375,0.056496415,-0.8130396,0.34807932,-1.0415468
Embelin,-0.3657428,-0.26663402,-0.9117737,0.40476397,-0.003950598,1.9376719,0.30203494,-0.44295025,1.2420985,-0.2923331,-0.59515077,0.23261343,0.92852885,-0.016101569,0.20366623,0.36497557,-0.521461,0.015375731,1.780184,0.6558112,-0.5774326,-0.014397682,-0.79676944,0.09766039,2.1732018,0.033378925,-0.10198819,-0.32623982,0.39025378,-0.7670738,0.68402314,-0.97891027
Entinostat,-0.3621908,-0.42316404,-0.9271236,0.29390797,-0.015530052,1.8694336,0.29827303,-0.41310456,1.2715061,-0.26558807,-0.6506866,0.23692918,1.1300479,-0.018406508,0.32123712,0.39570835,-0.5104248,0.029493237,1.600367,0.6619725,-0.630849,-0.053188264,-0.86053497,0.17667632,2.4321399,0.08268279,-0.07491123,-0.3237257,0.058491006,-0.84193826,0.38541752,-1.0081838
Entospletinib,-0.4861746,-0.46174473,-0.9703112,0.14576817,-0.005186038,1.6747843,0.30860037,-0.56718755,1.3156446,-0.25457314,-0.7095446,0.16760288,0.82463086,-0.112226784,0.3766687,0.37049863,-0.67870474,-0.060598142,1.6741554,0.43087757,-0.77777696,0.053001933,-0.97348124,-0.020389533,2.1252165,0.15125507,-0.04018493,-0.23710872,0.036607612,-0.97583854,0.47371033,-1.327003
Entrectinib,-0.36213115,-0.34871364,-0.96116126,0.23766777,0.014082578,1.8818154,0.31210944,-0.42736167,1.2963401,-0.27069134,-0.65520823,0.19097939,0.9927402,-0.063553095,0.38322696,0.35565865,-0.5161822,0.012745081,1.8528584,0.5470755,-0.6244769,0.012341072,-0.85551697,0.1118098,2.331193,0.151173,-0.044781905,-0.2631395,0.18876901,-0.81649977,0.6352016,-1.0040833
Enzastaurin,-0.38125327,-0.39910108,-0.90624607,0.18160164,0.019866612,1.7722588,0.31774288,-0.45417687,1.2577856,-0.26933137,-0.6384666,0.20314838,0.89953196,-0.0436293,0.40446767,0.39552295,-0.53560984,0.01334936,1.7560949,0.49559075,-0.63336456,0.08318932,-0.7898887,0.08565417,2.1963575,0.14694005,-0.025373083,-0.2385967,0.16027004,-0.80128974,0.5675805,-0.99246716
Epirubicin,-0.36791006,-0.39821327,-0.88181204,0.23477983,-0.0055268365,1.9240806,0.3680686,-0.38715285,1.2466617,-0.27308786,-0.6607102,0.19695494,1.0721076,-0.014619161,0.28292447,0.3456469,-0.5379697,-0.0028382973,1.8500614,0.58113754,-0.629392,0.071323656,-0.78763646,0.13769615,2.553971,0.13315636,-0.062553756,-0.28036308,0.16310821,-0.7753282,0.45081523,-0.9933964
Epothilone B,-0.39702892,-0.34594914,-0.9473762,0.29252905,0.02190775,2.0544188,0.3858957,-0.39434597,1.5476729,-0.31106237,-0.6213264,0.28982842,1.1182228,-0.033437587,0.37883067,0.46571484,-0.5100004,0.030335186,1.9569286,0.7225524,-0.59279287,-0.030798677,-0.84370184,0.094552465,2.585478,0.1060167,-0.08113893,-0.36187345,0.28013772,-0.71272796,0.60313815,-1.0452043
Epothilone_B,-0.39702892,-0.34594914,-0.9473762,0.29252905,0.02190775,2.0544188,0.3858957,-0.39434597,1.5476729,-0.31106237,-0.6213264,0.28982842,1.1182228,-0.033437587,0.37883067,0.46571484,-0.5100004,0.030335186,1.9569286,0.7225524,-0.59279287,-0.030798677,-0.84370184,0.094552465,2.585478,0.1060167,-0.08113893,-0.36187345,0.28013772,-0.71272796,0.60313815,-1.0452043
EPZ-6438,-0.36756313,-0.32194337,-0.9300625,0.26690048,0.0031381357,1.7800908,0.3167467,-0.42154622,1.2478081,-0.276301,-0.61193407,0.18470187,0.98475605,-0.031261586,0.3487458,0.40121442,-0.5154165,0.016957115,1.7669923,0.5606852,-0.61724067,0.01219042,-0.86046094,0.11645794,2.3087795,0.14112741,-0.03655769,-0.26881003,0.22405657,-0.7493398,0.5575735,-1.0164293
EPZ004777,-0.36750814,-0.30541337,-0.9320479,0.34465775,0.007514555,2.2618346,0.3679356,-0.40863395,1.254996,-0.25437787,-0.6327573,0.22999403,1.0654256,-0.02784698,0.2939046,0.395734,-0.51177824,0.016442638,2.0702767,0.6933195,-0.62223995,0.039949834,-0.885937,0.14508553,2.6345496,0.18204519,-0.050730877,-0.25406423,0.364531,-0.7268398,0.7144441,-1.0327652
EPZ011989,-0.3675632,-0.32194337,-0.9300625,0.26690048,0.023615466,1.9464307,0.32235387,-0.38754612,1.2348679,-0.28481084,-0.6119341,0.18470187,0.98925483,-0.019051047,0.37155345,0.40121442,-0.5154165,0.016957127,1.82721,0.59760255,-0.61724067,0.0061819614,-0.860461,0.11645793,2.386129,0.101322524,-0.048445053,-0.28444958,0.25263378,-0.74229366,0.64116806,-1.0164293
EPZ015666,-0.36438757,-0.44818902,-0.9848472,0.23009022,0.018109571,1.9146332,0.31488472,-0.39164677,1.2799292,-0.2633794,-0.69486487,0.19552729,1.0106531,-0.05007014,0.38037667,0.37896937,-0.5182327,0.012466124,1.7410777,0.596128,-0.63311934,0.00530923,-0.87518317,0.12277504,2.4375148,0.09000612,-0.069372356,-0.29247317,0.18731558,-0.792847,0.52196187,-1.0136
EPZ020411,-0.49223918,-0.34654668,-0.9919071,0.29988158,-0.003363437,1.9724405,0.3194182,-0.39486971,1.2308407,-0.27249175,-0.6919493,0.16236328,0.91553575,-0.020097552,0.36829922,0.3639173,-0.5257911,-0.061574586,1.8171277,0.6154193,-0.6603415,-0.011448795,-1.0132927,0.04110693,2.4279075,0.14482507,-0.06182926,-0.2740502,0.2726899,-0.7387721,0.6479815,-1.2759491
EPZ5676,-0.39102048,-0.30819377,-0.93493825,0.34015602,0.051665056,2.255222,0.36858705,-0.4223671,1.2525014,-0.25354695,-0.63275737,0.20744792,0.9431967,-0.031038482,0.37051445,0.3915027,-0.51177824,-0.046414714,2.0654747,0.68925935,-0.6202373,0.056180067,-0.8839132,0.036295112,2.6334438,0.18079238,-0.047342427,-0.24975981,0.35920185,-0.7268398,0.7106027,-1.1386209
Erlotinib,-0.40140495,-0.4307536,-0.86775416,0.25764585,-0.030414013,1.8375871,0.3013297,-0.38754612,1.2127662,-0.25464317,-0.68343127,0.20230788,1.0027148,-0.019051047,0.294756,0.36128578,-0.48242435,0.0013385012,1.6508915,0.6028706,-0.6106556,0.04669644,-0.7655527,0.08986335,2.2393749,0.13518712,-0.046329807,-0.25957742,0.15315099,-0.8300461,0.4494243,-0.9693682
Etoposide,-0.38361463,-0.41230774,-0.9369979,0.19394417,0.03883355,1.7501428,0.38586885,-0.4195,1.2464508,-0.27191168,-0.68832743,0.21448578,0.9693599,-0.039159823,0.21481302,0.33390534,-0.55370957,0.02324574,1.7477596,0.5234534,-0.63276523,0.0582524,-0.82876927,0.09348665,2.262035,0.1955726,-0.025159145,-0.24140479,0.10647142,-0.8290446,0.40345576,-1.0085887
ETP-45835,-0.49379867,-0.41191584,-0.9912131,1.1581428,0.009649346,3.8179917,0.31658465,-0.5317833,2.23444,-0.26301733,-0.7196868,0.989854,3.1143703,0.5874254,0.4045013,0.77929765,-0.6305363,0.24489637,2.8746116,1.9049181,-0.72094524,0.00865873,-0.9985835,0.3717648,4.488901,0.14236626,-0.050308026,-0.25755993,0.16546416,-0.97079915,0.5778172,-1.3220804
Everolimus,-0.35231563,-0.3360112,-0.91389585,0.25728634,0.058177296,1.8957028,0.3658723,-0.3884132,1.2551361,-0.26931655,-0.61085486,0.20077586,1.0374184,-0.01240314,0.40189576,0.33390483,-0.51724666,0.026586957,1.8321959,0.59785926,-0.59023005,-0.015961874,-0.79922134,0.105147585,2.5168564,0.1082381,-0.06773126,-0.32360002,0.28930208,-0.6901948,0.6033945,-0.98191446
Fedratinib,-0.48766226,-0.3549987,-0.95074326,0.5048821,-0.0113570355,2.5544932,0.3479972,-0.43062648,1.6370353,-0.2789739,-0.62613755,0.40057313,1.6477783,0.057102196,0.39482942,0.38652694,-0.52905554,0.1026981,2.158925,1.0024124,-0.63948476,0.01758368,-0.96490264,0.28194374,3.3240044,0.09952696,-0.06497501,-0.29410303,0.35484925,-0.7547715,0.70644164,-1.2197216
Fenretinide,-0.35366717,-0.3271122,-0.94415,0.25699046,0.014079479,2.0842261,0.36598405,-0.36821622,1.3377126,-0.27464962,-0.61387336,0.21498995,1.0420406,-0.034068983,0.38401064,0.40831658,-0.49211413,0.017603919,1.9996332,0.6152652,-0.5883286,-0.070170954,-0.8763975,0.1329796,2.4856355,0.08322297,-0.08094651,-0.3289896,0.27334043,-0.6976753,0.7169364,-1.0082802
FH535,-0.36959767,-0.37875238,-0.93997455,0.50916386,-0.021676572,2.532287,0.29495293,-0.45132703,1.7055041,-0.2894601,-0.61351126,0.42840597,1.6615554,0.06052123,0.28479534,0.4397816,-0.5358457,0.116467334,1.9894773,1.0213932,-0.6644418,-0.043600935,-0.8794165,0.280515,3.326512,0.080337785,-0.08353292,-0.31625843,0.09678893,-0.76069015,0.40558487,-1.0133151
Filgotinib,-0.3735956,-0.42378736,-0.9902924,0.4258688,0.010333191,2.5168033,0.3798799,-0.41280127,1.8473233,-0.26689824,-0.70709187,0.39074343,1.5394942,0.07454858,0.34795836,0.4764515,-0.51727706,0.06891615,2.1457376,0.96661365,-0.6238342,0.0559406,-0.8888155,0.1949606,3.1997595,0.1287944,-0.05238806,-0.25289294,0.17744356,-0.87326443,0.54539967,-1.0401967
Flavopiridol,-0.3864539,-0.35464925,-0.9276752,0.36753324,0.021912731,2.140974,0.34273607,-0.4356969,1.5593739,-0.25250638,-0.65590566,0.31852984,1.2617354,0.0027319354,0.33532247,0.42501786,-0.549169,0.078591205,1.8445034,0.7770083,-0.62424475,0.077267,-0.8473721,0.16288425,2.7649803,0.1304493,-0.03074393,-0.20817897,0.20018055,-0.8072971,0.607076,-1.0462041
FMK,-0.35407078,-0.3658802,-0.9285745,0.2691962,0.0027334187,1.8492154,0.30890286,-0.3935449,1.2618711,-0.2573284,-0.6065407,0.20235927,1.1133796,-0.009661839,0.36714098,0.4291601,-0.5379206,0.007839047,1.6919203,0.6082113,-0.6373261,0.06172374,-0.88319963,0.18717194,2.3809476,0.14237079,-0.035356954,-0.2560121,0.19883907,-0.77055484,0.48408985,-1.0314611
Foretinib,-0.3623708,-0.43705767,-0.97079366,0.24568287,0.01719269,1.8866787,0.33243555,-0.4151189,1.2339034,-0.25991887,-0.7345269,0.19582127,0.98737407,-0.039159823,0.33013728,0.37839225,-0.5060158,0.007997899,1.8082613,0.5533644,-0.6256488,0.04380033,-0.86450815,0.11167918,2.4591374,0.1320345,-0.04867219,-0.2661191,0.2016747,-0.8669281,0.58986145,-1.0145437
FR-180204,-0.4457024,-0.45037344,-0.92890286,0.1718392,-0.011351021,1.6704696,0.303528,-0.47057775,1.2436607,-0.24022907,-0.6555017,0.19766659,0.8644157,-0.0978562,0.3438996,0.40172553,-0.5991406,-0.0325843,1.5572629,0.49359828,-0.7137366,0.081454635,-0.89053774,0.012568692,2.170771,0.14619686,-0.028372498,-0.2165164,0.03751082,-0.862518,0.34413692,-1.1418976
